Campus,Algebra_Rate,Biology_Rate,English_Rate,US_History_Rate,Class_Size_English,Class_Size_Math,Class_Size_Sci,Class_Size_Soc_Stud,Teacher_Beginning_Count,Teacher_Beginning_Percent,Teacher_1-5_Years_Count,Teacher_1-5_Years_Percent,Teacher_6-10_Years_Count,Teacher_6-10_Years_Percent,Teacher_11-20_Years_Count,Teacher_11-20_Years_Percent,Teacher_More_Than_20_Years_Count,Teacher_More_Than_20_Years_Percent,Teacher_BA_Degree_Count,Teacher_BA_Degree_Percent,Teacher_Experience_Average,Teacher_Student_Ratio,Teacher_MS_Degree_Count,Teacher_MS_Degree_Percent,Teacher_No_Degree_Count,Teacher_No_Degree_Percent,Teacher_PH_Degree_Count,Teacher_PH_Degree_Percent,Teacher_Tenure_Average,Campus_Name,County_Name,County,District_Name,District,Region,Region_Name,Median_Household_Income,Gini_Index,Median_Family_Income,Poverty_Rate,Avg_Max_Temp,Avg_Min_Temp
220905085,85.0,70.0,67.0,79.0,9.6,12.0,18.1,8.4,0.0,0.0,3.0,15.8,6.0,31.6,7.0,36.8,3.0,15.8,7.0,36.8,12.9,19.5,11.0,57.9,0.0,0.0,1.0,5.3,7.4,MARINE CREEK COLLEGIATE H S,TARRANT,220,FORT WORTH ISD,220905,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220905086,75.0,79.0,72.0,91.0,13.4,9.4,11.7,9.0,1.0,5.5,2.0,11.1,5.1,28.1,5.0,27.7,5.0,27.6,0.1,0.5,13.1,18.6,18.0,99.5,0.0,0.0,0.0,0.0,4.9,TARRANT CO COLLEGE SOUTH/FORT WORT,TARRANT,220,FORT WORTH ISD,220905,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220906001,42.0,55.0,78.0,87.0,14.9,17.8,17.7,17.8,5.3,3.9,34.0,24.7,20.7,15.0,52.2,38.0,25.4,18.4,86.1,62.6,12.9,14.0,46.5,33.8,1.8,1.3,3.2,2.3,7.6,GRAPEVINE H S,TARRANT,220,GRAPEVINE-COLLEYVILLE ISD,220906,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220906004,58.0,69.0,79.0,91.0,18.6,21.8,23.5,22.9,4.2,3.1,35.9,26.7,29.3,21.8,41.3,30.7,23.9,17.8,83.0,61.6,11.9,14.7,48.1,35.7,0.7,0.6,2.8,2.1,6.2,COLLEYVILLE HERITAGE H S,TARRANT,220,GRAPEVINE-COLLEYVILLE ISD,220906,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220906006,0.0,0.0,10.0,48.0,9.6,7.8,8.4,10.9,0.0,0.0,1.0,11.0,1.0,11.0,4.1,45.2,3.0,32.9,7.0,76.8,17.2,7.0,1.1,12.3,0.0,0.0,1.0,11.0,8.7,THE BRIDGES ACAD ALTER,TARRANT,220,GRAPEVINE-COLLEYVILLE ISD,220906,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220906007,82.0,93.0,94.0,91.0,-2.0,34.6,38.4,-2.0,0.0,0.0,2.4,11.6,6.8,33.4,9.3,45.3,2.0,9.8,9.7,47.4,11.8,37.1,10.8,52.6,0.0,0.0,0.0,0.0,3.8,IUNIVERSITY PREP,TARRANT,220,GRAPEVINE-COLLEYVILLE ISD,220906,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220906008,51.0,67.0,21.0,87.0,18.2,17.6,18.1,19.3,0.0,0.0,2.0,17.5,3.4,29.9,5.0,43.8,1.0,8.8,8.4,73.7,10.1,27.8,3.0,26.3,0.0,0.0,0.0,0.0,5.2,GRAPEVINE-COLLEYVILLE COLLEGIATE A,TARRANT,220,GRAPEVINE-COLLEYVILLE ISD,220906,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220907001,68.0,86.0,83.0,96.0,22.8,23.5,22.7,27.2,6.0,3.4,53.8,30.6,34.4,19.6,50.1,28.5,31.4,17.9,111.6,63.5,11.5,17.5,60.0,34.1,1.9,1.1,2.3,1.3,7.4,KELLER H S,TARRANT,220,KELLER ISD,220907,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220907002,67.0,75.0,61.0,80.0,20.3,19.7,20.3,26.2,0.6,0.4,54.9,33.8,34.4,21.2,50.1,30.9,22.3,13.7,111.4,68.6,10.3,14.3,48.0,29.6,1.7,1.1,1.2,0.8,6.4,FOSSIL RIDGE H S,TARRANT,220,KELLER ISD,220907,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220907004,54.0,76.0,70.0,87.0,23.0,22.1,21.0,26.0,2.0,1.3,34.9,21.7,40.0,24.9,59.3,36.9,24.5,15.2,107.6,66.9,11.3,15.8,51.1,31.8,1.7,1.1,0.3,0.2,7.4,CENTRAL H S,TARRANT,220,KELLER ISD,220907,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220907005,68.0,83.0,72.0,90.0,21.4,23.6,23.7,26.6,5.1,2.7,65.7,34.0,43.0,22.3,51.9,26.9,27.2,14.1,117.2,60.8,10.4,16.8,72.0,37.3,1.6,0.8,2.1,1.1,5.9,TIMBER CREEK H S,TARRANT,220,KELLER ISD,220907,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908002,51.0,57.0,49.0,70.0,18.4,20.8,18.6,20.8,4.0,3.0,40.5,30.2,25.6,19.1,42.6,31.8,21.3,15.9,94.2,70.3,11.6,15.9,37.4,27.9,1.3,0.9,1.1,0.8,6.7,MANSFIELD SUMMIT H S,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908003,67.0,77.0,72.0,90.0,21.0,23.0,21.7,24.1,2.2,1.5,29.5,20.7,30.3,21.3,58.9,41.3,21.7,15.2,103.1,72.3,12.3,16.9,33.9,23.8,1.4,1.0,4.2,3.0,8.2,MANSFIELD H S,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908004,62.0,67.0,59.0,75.0,23.4,24.7,22.8,28.9,4.2,3.5,34.2,28.4,21.3,17.7,47.9,39.8,12.8,10.6,64.6,53.7,11.4,15.6,52.1,43.3,1.2,1.0,2.4,2.0,6.9,MANSFIELD TIMBERVIEW H S,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908005,59.0,72.0,59.0,74.0,24.0,24.9,21.9,25.2,2.2,1.7,39.7,31.5,17.9,14.2,51.9,41.2,14.4,11.4,92.6,73.5,11.5,17.2,30.5,24.2,1.5,1.2,1.4,1.1,7.0,MANSFIELD LEGACY H S,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908007,46.0,77.0,69.0,83.0,23.3,24.2,21.6,25.7,3.1,2.1,49.7,33.4,26.6,17.9,48.3,32.5,21.1,14.2,88.9,59.7,10.9,17.7,56.2,37.8,1.3,0.9,2.4,1.6,5.7,MANSFIELD LAKE RIDGE H S,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220908009,88.0,91.0,87.0,93.0,21.3,24.1,28.3,26.8,1.0,12.0,3.0,36.0,1.0,12.0,3.3,40.0,0.0,0.0,3.0,36.0,9.1,20.4,5.3,64.0,0.0,0.0,0.0,0.0,3.1,TCCSE EARLY COLLEGE H S AT TIMBERV,TARRANT,220,MANSFIELD ISD,220908,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220910001,35.0,41.0,37.0,52.0,16.3,19.7,21.5,20.8,4.0,6.9,24.7,42.6,8.2,14.1,13.1,22.6,8.0,13.8,38.6,66.5,9.2,15.1,16.4,28.3,2.0,3.4,1.0,1.7,3.8,LAKE WORTH H S,TARRANT,220,LAKE WORTH ISD,220910,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220912001,47.0,51.0,39.0,68.0,16.9,19.9,20.1,23.6,8.8,5.6,59.2,37.7,31.0,19.7,41.3,26.3,16.9,10.7,101.3,64.4,8.8,13.3,51.6,32.8,4.3,2.7,0.0,0.0,4.6,CROWLEY H S,TARRANT,220,CROWLEY ISD,220912,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220912002,42.0,56.0,45.0,67.0,17.7,21.2,20.4,24.4,8.5,4.6,74.7,40.4,40.2,21.8,42.2,22.8,19.1,10.4,120.7,65.4,8.7,13.9,60.2,32.6,2.7,1.5,1.0,0.5,4.3,NORTH CROWLEY H S,TARRANT,220,CROWLEY ISD,220912,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220914001,60.0,74.0,56.0,75.0,18.6,21.5,20.7,17.6,2.0,3.2,13.9,22.5,7.1,11.6,23.7,38.5,14.9,24.2,51.0,82.8,13.3,17.0,10.6,17.2,0.0,0.0,0.0,0.0,5.8,KENNEDALE H S,TARRANT,220,KENNEDALE ISD,220914,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220915001,52.0,70.0,56.0,78.0,21.9,22.6,19.5,22.2,4.9,4.1,33.7,27.8,27.3,22.6,36.0,29.7,19.2,15.9,88.7,73.3,11.6,15.1,30.4,25.1,1.0,0.8,0.9,0.7,6.4,AZLE H S,TARRANT,220,AZLE ISD,220915,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220916001,19.0,30.0,17.0,85.0,13.6,19.4,17.5,20.7,2.5,1.8,26.3,19.6,28.0,20.8,41.3,30.8,36.2,27.0,73.9,55.1,13.9,17.3,55.7,41.5,1.9,1.4,2.7,2.0,9.6,BELL H S,TARRANT,220,HURST-EULESS-BEDFORD ISD,220916,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220916002,9.0,30.0,11.0,84.0,19.4,22.7,21.2,23.4,1.5,1.0,19.1,13.2,36.0,24.8,44.3,30.6,44.1,30.4,84.6,58.3,15.0,17.8,57.2,39.4,1.9,1.3,1.3,0.9,10.0,TRINITY H S,TARRANT,220,HURST-EULESS-BEDFORD ISD,220916,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220917001,53.0,43.0,42.0,78.0,18.2,21.6,21.6,23.1,6.7,9.9,22.3,33.2,19.3,28.7,14.1,21.0,4.9,7.3,49.3,73.2,8.4,14.7,16.0,23.8,2.0,3.0,0.0,0.0,3.0,CASTLEBERRY H S,TARRANT,220,CASTLEBERRY ISD,220917,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220918001,54.0,70.0,68.0,86.0,21.5,27.6,23.9,26.5,3.7,3.1,23.7,20.1,19.9,16.9,43.7,37.0,27.2,23.0,81.8,69.2,12.8,17.2,33.2,28.0,3.0,2.6,0.2,0.2,6.1,BOSWELL H S,TARRANT,220,EAGLE MT-SAGINAW ISD,220918,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220918002,0.0,10.0,8.0,32.0,,,2.0,,0.0,0.0,2.1,21.5,0.1,0.7,5.3,55.2,2.2,22.5,8.2,85.4,17.7,8.8,1.0,10.8,0.3,3.0,0.1,0.8,8.8,ELMER C WATSON H S,TARRANT,220,EAGLE MT-SAGINAW ISD,220918,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220918004,61.0,73.0,62.0,74.0,14.4,19.4,18.1,19.5,6.6,5.3,37.1,30.0,27.0,21.8,35.0,28.3,18.1,14.6,77.5,62.6,10.3,15.2,40.5,32.8,3.3,2.7,2.4,1.9,5.1,SAGINAW H S,TARRANT,220,EAGLE MT-SAGINAW ISD,220918,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220918006,46.0,74.0,58.0,72.0,17.6,20.3,21.1,22.3,3.7,2.8,38.6,28.7,25.7,19.1,51.0,38.0,15.3,11.4,83.4,62.1,10.7,15.0,43.5,32.4,3.3,2.5,4.1,3.1,3.6,CHISHOLM TRAIL H S,TARRANT,220,EAGLE MT-SAGINAW ISD,220918,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
220920001,31.0,57.0,45.0,70.0,22.1,22.6,25.3,25.6,6.2,5.2,38.0,31.6,17.9,14.9,34.3,28.5,23.8,19.8,96.2,80.0,11.8,16.3,23.0,19.2,1.0,0.8,0.0,0.0,5.2,BREWER H S,TARRANT,220,WHITE SETTLEMENT ISD,220920,11,FORT WORTH,67700.0,0.4586,79859.0,11.791713216604789,86.73,54.09
221801011,50.0,79.0,69.0,76.0,,,,,0.0,0.0,18.8,63.0,6.0,20.2,3.0,10.1,2.0,6.7,26.0,87.4,6.8,15.2,1.0,3.4,2.8,9.3,0.0,0.0,3.6,AMARILLO COLLEGIATE ACADEMY,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801022,30.0,81.0,89.0,89.0,-2.0,-2.0,-2.0,-2.0,1.0,3.3,16.5,53.8,8.0,26.1,5.1,16.8,0.0,0.0,23.5,76.7,6.5,25.6,7.1,23.3,0.0,0.0,0.0,0.0,1.8,RESPONSIVE EDUCATION VIRTUAL LEARN,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801027,57.0,75.0,55.0,63.0,,6.2,7.1,10.7,0.0,0.0,5.0,66.0,1.6,20.8,1.0,13.2,0.0,0.0,4.6,60.4,5.3,9.2,3.0,39.6,0.0,0.0,0.0,0.0,3.8,ISCHOOL HIGH - LEWISVILLE,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801034,34.0,71.0,59.0,91.0,19.1,16.2,20.4,18.8,1.0,4.0,15.9,62.7,5.4,21.4,2.0,7.9,1.0,4.0,15.9,62.7,5.7,14.9,9.4,37.3,0.0,0.0,0.0,0.0,2.9,STEM ACADEMY - LEWISVILLE,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801043,67.0,83.0,95.0,100.0,20.2,21.7,21.7,22.2,6.0,9.6,42.5,67.7,12.1,19.3,2.1,3.4,0.0,0.0,46.6,74.3,4.3,14.7,11.1,17.7,1.0,1.6,4.0,6.4,3.2,FOUNDERS CLASSICAL ACADEMY,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801051,85.0,80.0,91.0,96.0,,,,,0.0,0.0,8.0,61.5,3.0,23.1,2.0,15.4,0.0,0.0,10.0,76.9,5.5,26.0,3.0,23.1,0.0,0.0,0.0,0.0,2.4,ISCHOOL HIGH AT UNIVERSITY PARK,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801056,55.0,97.0,93.0,92.0,,,,,1.0,9.1,7.0,63.6,3.0,27.3,0.0,0.0,0.0,0.0,10.0,90.9,4.5,27.4,1.0,9.1,0.0,0.0,0.0,0.0,3.5,ISCHOOL HIGH AT THE WOODLANDS,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221801058,58.0,83.0,87.0,97.0,21.1,15.3,23.0,20.1,2.7,6.2,29.1,66.4,9.0,20.5,3.0,6.8,0.0,0.0,31.3,71.5,5.1,14.5,9.0,20.5,0.0,0.0,3.5,8.0,2.6,FOUNDERS CLASSICAL ACADEMY OF LEAN,TAYLOR,221,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221901001,69.0,49.0,39.0,74.0,14.6,22.0,21.9,24.3,4.8,3.5,32.5,23.5,22.6,16.4,37.5,27.1,40.9,29.6,93.2,67.4,14.5,15.4,38.1,27.6,5.0,3.6,2.0,1.4,10.1,ABILENE H S,TAYLOR,221,ABILENE ISD,221901,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221901002,49.0,51.0,45.0,67.0,14.7,21.1,21.5,24.3,8.2,6.4,26.1,20.4,39.7,31.0,26.4,20.6,27.6,21.6,81.9,64.0,12.0,13.9,43.6,34.0,2.0,1.6,0.5,0.4,8.6,COOPER H S,TAYLOR,221,ABILENE ISD,221901,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221901003,4.0,7.0,11.0,55.0,1.0,,,4.5,0.0,0.0,4.0,31.0,3.0,23.3,3.0,23.3,2.9,22.4,8.9,69.0,13.7,13.8,4.0,31.0,0.0,0.0,0.0,0.0,9.4,WOODSON CENTER FOR EXCELLENCE,TAYLOR,221,ABILENE ISD,221901,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221901010,67.0,91.0,83.0,89.0,15.8,13.9,15.7,17.8,0.0,0.0,11.1,49.0,6.0,26.4,3.6,15.9,2.0,8.8,10.8,47.3,7.6,14.5,12.0,52.7,0.0,0.0,0.0,0.0,5.8,ACADEMY FOR TECHNOLOGY ENGINEERING,TAYLOR,221,ABILENE ISD,221901,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221904001,33.0,60.0,45.0,67.0,10.5,11.7,13.9,13.2,3.3,9.9,5.0,15.0,6.1,18.3,12.3,37.0,6.6,19.9,30.7,92.2,12.9,9.2,2.6,7.8,0.0,0.0,0.0,0.0,5.8,MERKEL H S,TAYLOR,221,MERKEL ISD,221904,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221911001,32.0,63.0,60.0,91.0,12.0,13.6,12.2,14.9,1.2,3.6,3.1,9.6,2.6,8.1,12.4,38.4,13.0,40.2,21.2,65.5,16.8,10.4,11.2,34.5,0.0,0.0,0.0,0.0,9.3,JIM NED H S,TAYLOR,221,JIM NED CISD,221911,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
221912001,76.0,83.0,77.0,91.0,18.8,19.1,18.4,21.7,10.0,12.0,23.5,28.2,8.0,9.6,19.4,23.3,22.5,27.0,67.3,80.5,12.7,14.8,15.2,18.3,0.0,0.0,1.0,1.2,8.9,WYLIE H S,TAYLOR,221,WYLIE ISD,221912,14,ABILENE,53143.0,0.4533,65192.0,14.439979542631695,88.36,48.91
222901001,63.0,57.0,56.0,60.0,5.6,6.7,7.7,7.0,2.9,22.2,1.0,7.7,1.1,8.4,6.1,47.2,1.9,14.5,7.0,53.7,11.9,9.3,5.0,38.6,1.0,7.7,0.0,0.0,7.3,SANDERSON SCHOOLS,TERRELL,222,TERRELL COUNTY ISD,222901,18,MIDLAND,43208.0,0.4328,54485.0,9.375,91.73,52.27
223901001,53.0,40.0,28.0,44.0,17.1,17.9,14.8,21.0,7.7,20.2,10.8,28.3,3.0,7.8,4.5,11.7,12.3,32.0,32.7,85.5,11.1,12.0,4.5,11.9,1.0,2.6,0.0,0.0,4.5,BROWNFIELD H S,TERRY,223,BROWNFIELD ISD,223901,17,LUBBOCK,44627.0,0.4333,49328.0,17.624521072796934,88.0,44.09
223902001,40.0,50.0,37.0,63.0,13.7,8.2,10.4,14.2,2.0,7.1,5.0,17.7,10.3,36.4,5.1,18.1,5.9,20.8,24.3,85.9,11.6,10.2,4.0,14.1,0.0,0.0,0.0,0.0,5.9,MEADOW SCHOOL,TERRY,223,MEADOW ISD,223902,17,LUBBOCK,44627.0,0.4333,49328.0,17.624521072796934,88.0,44.09
223904001,74.0,57.0,48.0,80.0,12.5,12.8,12.2,15.0,3.9,15.0,7.5,28.7,2.7,10.4,7.7,29.4,4.3,16.6,20.5,78.3,11.3,12.8,5.7,21.7,0.0,0.0,0.0,0.0,3.5,WELLMAN-UNION SCHOOL,TERRY,223,WELLMAN-UNION CISD,223904,17,LUBBOCK,44627.0,0.4333,49328.0,17.624521072796934,88.0,44.09
224901001,63.0,63.0,60.0,33.0,6.7,9.0,12.0,6.5,1.0,7.4,4.8,35.4,5.0,36.7,2.5,18.6,-2.0,1.8,12.8,94.3,7.4,10.8,0.3,1.8,0.0,0.0,0.5,3.9,2.7,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,224,THROCKMORTON COLLEGIATE ISD,224901,09,WICHITA FALLS,40000.0,0.5012,59853.0,16.782729805013926,86.0,53.09
224902001,67.0,55.0,44.0,44.0,7.2,6.5,10.7,8.1,2.0,10.8,4.0,21.7,5.0,27.0,4.8,26.2,2.6,14.3,15.6,84.7,11.5,7.8,2.8,15.3,0.0,0.0,0.0,0.0,6.7,WOODSON SCHOOL,THROCKMORTON,224,WOODSON ISD,224902,09,WICHITA FALLS,40000.0,0.5012,59853.0,16.782729805013926,86.0,53.09
225902001,67.0,59.0,39.0,68.0,17.1,18.1,17.4,18.9,9.3,7.7,32.6,26.7,19.6,16.1,40.9,33.5,19.7,16.1,76.4,62.6,11.8,12.3,38.2,31.3,7.0,5.7,0.4,0.4,8.0,MOUNT PLEASANT H S,TITUS,225,MOUNT PLEASANT ISD,225902,08,MT. PLEASANT,50196.0,0.4182,54719.0,17.463235294117645,86.18,54.45
225906001,50.0,53.0,47.0,76.0,11.5,14.5,15.3,15.9,1.6,5.6,3.9,13.1,5.8,19.8,13.4,45.6,4.7,16.0,22.1,74.8,12.4,12.2,7.4,25.2,0.0,0.0,0.0,0.0,7.7,CHAPEL HILL H S,TITUS,225,CHAPEL HILL ISD,225906,08,MT. PLEASANT,50196.0,0.4182,54719.0,17.463235294117645,86.18,54.45
226801001,78.0,51.0,56.0,83.0,13.6,10.7,15.1,14.3,6.7,7.5,25.4,28.3,19.9,22.1,23.0,25.5,14.9,16.6,72.6,80.8,10.9,14.5,15.3,17.0,2.0,2.2,0.0,0.0,2.8,TLC ACADEMY,TOM GREEN,226,TEXAS LEADERSHIP,226801,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226901001,73.0,75.0,71.0,83.0,18.5,15.6,17.5,19.9,0.0,0.0,10.1,37.4,3.0,11.1,11.1,41.1,2.8,10.5,21.1,78.0,10.7,11.2,6.0,22.0,0.0,0.0,0.0,0.0,4.9,CHRISTOVAL H S,TOM GREEN,226,CHRISTOVAL ISD,226901,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226903001,30.0,52.0,45.0,69.0,17.6,20.4,21.7,19.4,10.1,5.4,49.9,26.8,24.8,13.4,57.1,30.7,43.8,23.6,150.3,80.9,12.9,16.6,29.9,16.1,4.5,2.4,1.0,0.5,10.0,CENTRAL H S,TOM GREEN,226,SAN ANGELO ISD,226903,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226903002,26.0,38.0,25.0,47.0,15.7,19.1,18.6,19.3,6.4,7.8,18.7,23.1,16.9,20.8,23.9,29.5,15.3,18.9,62.2,76.6,12.4,12.0,17.8,22.0,1.1,1.4,0.0,0.0,9.1,LAKE VIEW H S,TOM GREEN,226,SAN ANGELO ISD,226903,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226905001,44.0,74.0,62.0,83.0,7.2,9.7,10.3,8.4,1.8,11.3,3.1,19.2,2.0,12.5,7.1,44.8,1.9,12.2,14.0,87.8,11.6,7.9,1.9,12.2,0.0,0.0,0.0,0.0,4.7,WATER VALLEY H S,TOM GREEN,226,WATER VALLEY ISD,226905,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226906001,77.0,91.0,83.0,70.0,8.6,11.4,13.2,16.9,1.5,4.2,3.0,8.1,4.5,12.3,14.6,39.5,13.3,35.9,28.3,76.7,16.4,9.6,8.6,23.3,0.0,0.0,0.0,0.0,11.9,WALL H S,TOM GREEN,226,WALL ISD,226906,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226907001,42.0,53.0,36.0,68.0,13.5,12.8,14.1,14.0,0.8,2.4,17.1,54.4,4.9,15.6,5.4,17.1,3.3,10.4,29.8,94.9,7.1,9.8,1.6,5.1,0.0,0.0,0.0,0.0,3.7,GRAPE CREEK H S,TOM GREEN,226,GRAPE CREEK ISD,226907,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
226908001,50.0,64.0,54.0,64.0,10.5,11.5,14.3,12.0,1.0,7.4,2.3,18.0,3.9,30.1,1.9,14.9,3.8,29.6,11.9,92.6,13.9,10.2,1.0,7.4,0.0,0.0,0.0,0.0,4.8,VERIBEST H S,TOM GREEN,226,VERIBEST ISD,226908,15,SAN ANGELO,53903.0,0.4684,68942.0,12.85237231535945,91.09,48.73
227803001,27.0,29.0,36.0,63.0,10.9,13.5,15.5,15.2,15.3,24.6,29.1,47.0,9.9,16.0,7.5,12.0,0.3,0.4,41.6,67.1,4.6,9.6,14.7,23.7,5.7,9.2,0.0,0.0,1.1,WAYSIDE SCI-TECH MIDDLE AND H S,TRAVIS,227,WAYSIDE SCHOOLS,227803,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
227804101,79.0,80.0,71.0,86.0,11.0,12.3,13.2,14.7,5.2,8.8,20.8,35.2,12.7,21.4,13.5,22.8,7.0,11.8,34.3,58.0,8.3,11.1,20.3,34.4,2.5,4.3,2.0,3.4,4.5,NYOS CHARTER SCHOOL,TRAVIS,227,NYOS CHARTER SCHOOL,227804,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
227805041,55.0,94.0,81.0,84.0,13.5,13.1,14.8,15.3,3.9,25.8,9.5,62.7,0.0,0.0,0.9,5.9,0.8,5.5,13.3,87.6,3.5,15.8,1.0,6.4,0.9,5.9,0.0,0.0,3.4,TEXAS EMPOWERMENT ACADEMY,TRAVIS,227,TEXAS EMPOWERMENT ACADEMY,227805,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
227814001,88.0,95.0,90.0,92.0,7.7,8.2,11.0,8.9,1.0,3.7,8.2,30.5,7.1,26.3,7.7,28.4,3.0,11.1,17.9,66.2,10.0,14.3,7.9,29.2,0.0,0.0,1.2,4.6,6.7,CHAPARRAL STAR ACADEMY,TRAVIS,227,CHAPARRAL STAR ACADEMY,227814,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
227816002,79.0,68.0,56.0,70.0,18.5,18.8,18.3,20.1,3.6,6.5,29.3,52.3,18.3,32.6,4.9,8.7,0.0,0.0,35.1,62.6,5.2,15.8,20.9,37.2,0.1,0.2,0.0,0.0,4.0,HARMONY SCIENCE ACADEMY-PFLUGERVIL,TRAVIS,227,HARMONY SCIENCE ACADEMY (AUSTIN),227816,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
227816004,70.0,70.0,85.0,84.0,12.5,13.7,16.8,16.9,5.4,14.7,17.5,47.7,8.3,22.7,4.5,12.3,1.0,2.6,24.5,66.7,5.6,14.5,11.1,30.3,0.0,0.0,1.1,3.0,2.7,HARMONY SCHOOL OF ENDEAVOR AUSTIN,TRAVIS,227,HARMONY SCIENCE ACADEMY (AUSTIN),227816,13,AUSTIN,75887.0,0.4832,96847.0,11.720281544336713,90.91,58.55
